business_id,average_daily_sales_dollar_volume,average_daily_sales_transactions,age_in_months,state,type,debt,credit_score,expense_to_income_ratio,offer_size,offer_fee
23157,122.31,24,48.8,WI,electrician,6216.88,636.0,0.7859782914032047,27655.0,1879.0
23158,30.66,97,23.5,TN,restaurant,61726.04,618.0,0.8451151975777863,950.0,114.0
23159,21.67,42,100.6,ND,plumber,464.55,650.0,0.7828702843268938,5003.0,189.0
23160,151.94,121,101.9,NY,restaurant,13284.85,576.0,0.71410186714901,36219.0,2449.0
23161,339.1,57,79.5,NC,plumber,6883.84,602.0,0.9456982075947051,80955.0,10915.0
23162,176.87,29,13.0,AK,electrician,2968.73,641.0,0.44524274948662723,39362.0,2624.0
23163,57.46,60,38.9,FL,auto repair,51746.55,598.0,0.9691209954141169,2931.0,228.0
23164,73.13,6,109.1,HI,laundromat,146936.09,596.0,0.7998902779180247,18524.0,1178.0
23165,36.72,62,91.2,MT,restaurant,529.47,632.0,0.9696051357597567,9711.0,338.0
23166,36.54,23,14.6,MA,laundromat,1989.95,534.0,0.8138651589967164,2383.0,116.0
23167,47.64,26,97.8,OR,delivery,494.48,583.0,0.47870116975458393,12243.0,688.0
23168,106.33,65,68.9,LA,laundromat,806612.16,569.0,0.7444149563881701,3190.0,395.0
23169,18.33,80,15.4,AK,auto repair,153699.44,780.0,0.7557245841388293,550.0,69.0
23170,250.91,20,31.4,CA,restaurant,4155.24,556.0,0.5833288395907191,59285.0,7775.0
23171,58.32,50,24.0,CT,electrician,1608.39,546.0,0.508494888010737,12939.0,481.0
23172,68.08,36,24.2,NV,restaurant,598.81,585.0,0.7422930052605594,10709.0,773.0
23173,359.23,67,100.7,SD,restaurant,2975.46,585.0,1.0353124297115328,76507.0,7141.0
23174,404.71,27,9.6,SC,restaurant,16216.13,603.0,0.746905785300603,39879.0,4185.0
23175,38.09,39,35.2,ID,electrician,2128.45,642.0,1.0164068793405783,4000.0,157.0
23176,180.02,85,16.9,ME,auto repair,4506.79,674.0,0.7865626438216414,29886.0,2748.0
23177,24.72,115,33.2,MN,auto repair,4695.12,781.0,0.4226975716444981,5235.0,255.0
23178,11.29,34,32.7,FL,restaurant,28.94,543.0,1.0678627367860491,588.0,52.0
23179,8.35,32,25.4,MA,restaurant,6827.29,570.0,1.0378842246136981,269.0,34.0
23180,20.27,82,111.0,CA,electrician,3718.47,685.0,1.0133509916087897,4534.0,314.0
23181,245.21,64,26.5,MN,restaurant,37507.59,668.0,0.8957307601826711,29310.0,2598.0
23182,5.48,21,38.7,ND,restaurant,24111.19,626.0,0.9088862864393497,164.0,20.0
23183,32.01,68,98.4,NE,movers,669.09,591.0,0.5717305514522656,7646.0,436.0
23184,35.69,50,36.4,FL,cleaner,229786.19,711.0,1.1251600350670057,1071.0,132.0
23185,42.3,25,73.8,CT,restaurant,3726.99,633.0,1.084126072337594,10140.0,583.0
23186,22.14,63,96.9,VT,restaurant,57.29,590.0,0.6452391209578267,5845.0,381.0
23187,30.89,80,39.2,WV,restaurant,10552.89,516.0,0.7946861406369362,4179.0,288.0
23188,2.01,10,9.3,SD,restaurant,521.5,590.0,0.7633855414496278,131.0,9.0
23189,180.0,12,18.6,NY,restaurant,5639.1,546.0,0.9779221002896983,7866.0,738.0
23190,183.91,77,69.1,WY,childcare center,286756.64,598.0,0.6098967902005691,36663.0,2590.0
23191,32.85,48,42.3,AK,laundromat,10927.62,797.0,0.41140388597690086,8740.0,416.0
23192,13.96,92,43.2,LA,movers,104.47,751.0,0.6739545268785574,3275.0,104.0
23193,62.73,89,10.6,GA,laundromat,133.75,826.0,0.8747730166749581,10996.0,774.0
23194,45.79,72,80.3,OR,auto repair,177410.58,576.0,0.760314554082974,1499.0,139.0
23195,23.25,82,27.4,MT,plumber,7132.35,523.0,0.8446470497238298,1803.0,108.0
23196,791.75,49,33.4,TN,restaurant,3433.59,633.0,0.9056114037947308,119454.0,17510.0
23197,7.66,31,48.3,ND,restaurant,3799.12,660.0,1.1159537269840498,675.0,30.0
23198,243.04,108,80.4,FL,electrician,6371.63,544.0,0.7377472070965491,60125.0,4877.0
23199,42.98,78,50.9,KY,restaurant,529.46,581.0,0.7288119380199898,11321.0,613.0
23200,35.57,13,31.1,UT,cleaner,2271.71,561.0,0.24797568938176312,7576.0,337.0
23201,128.47,47,44.1,ID,auto repair,5623.67,571.0,0.4206860360553978,29143.0,1533.0
23202,143.18,45,27.6,HI,movers,79736.18,585.0,0.33656367275807064,37607.0,1801.0
23203,64.9,97,14.4,VT,restaurant,7398.17,570.0,0.827707739017992,4504.0,333.0
23204,25.52,98,62.9,TN,restaurant,2668.11,672.0,0.9726182428278379,5164.0,326.0
23205,25.46,70,49.5,TX,restaurant,8395.84,561.0,0.8903114247780491,3951.0,154.0
23206,170.51,20,7.8,NH,movers,1765.32,722.0,0.744694066121896,25738.0,1640.0
23207,591.45,47,28.8,IN,plumber,3553.52,631.0,0.8958704361033698,80212.0,9809.0
23208,109.35,75,49.8,AK,cleaner,3889.61,557.0,1.0281909913293352,16512.0,1215.0
23209,32.63,47,80.8,WI,restaurant,5556.02,538.0,1.0790723307992922,6366.0,289.0
23210,60.01,66,28.5,AZ,restaurant,26480.48,790.0,1.1047714110691873,4103.0,259.0
23211,344.89,13,56.1,CA,restaurant,7188.21,706.0,0.7959734095960055,74765.0,5469.0
23212,325.62,79,17.1,NJ,delivery,36437.87,631.0,0.46398761675266087,72191.0,7440.0
23213,15.27,72,61.3,NM,movers,22323.63,568.0,0.7008100048966802,2976.0,191.0
23214,21.77,38,36.3,SC,delivery,477.65,680.0,0.6226288906140366,4730.0,198.0
23215,625.61,30,88.6,CT,laundromat,9631.69,632.0,1.053718643424216,158929.0,21677.0
23216,26.17,45,13.8,DC,auto repair,24933.8,720.0,1.043209461315362,842.0,74.0
23217,21.97,22,60.1,NH,plumber,91.02,595.0,0.966872828175044,5077.0,250.0
23218,73.61,104,10.7,NM,cleaner,3342.38,769.0,0.620552053441093,16261.0,772.0
23219,1.39,31,34.0,SD,restaurant,53470.03,590.0,0.9534114618684617,42.0,6.0
23220,15.4,74,3.6,OK,restaurant,12531.28,596.0,0.9180953314189884,479.0,57.0
23221,42.62,70,60.7,ND,auto repair,686.16,544.0,0.5792855034463734,9889.0,469.0
23222,44.08,77,8.7,RI,restaurant,1976.13,666.0,0.7053089804638618,6237.0,282.0
23223,21.43,105,22.5,DE,restaurant,74525.55,716.0,0.6153107011333129,652.0,65.0
23224,76.83,16,19.0,TN,restaurant,337.77,654.0,0.8793921757641525,9546.0,751.0
23225,17.38,12,18.8,KY,restaurant,2696.32,700.0,0.8225579059578306,2461.0,149.0
23226,75.85,58,23.3,HI,auto repair,8311.46,612.0,1.0181972911949806,4135.0,231.0
23227,6.31,57,16.8,HI,restaurant,535.59,700.0,0.6024839655326925,1531.0,69.0
23228,92.39,13,48.7,IA,plumber,196.55,639.0,0.6276508697428758,22116.0,1478.0
23229,24.75,69,94.7,MI,movers,4195.95,515.0,1.1328828785663447,5020.0,352.0
23230,25.04,24,44.6,WY,movers,399.44,769.0,0.7897390484640942,5845.0,344.0
23231,6.58,76,99.2,OK,delivery,10.0,686.0,1.0896052029380534,1514.0,93.0
23232,38.59,86,60.6,NE,restaurant,7290.62,611.0,1.1456667286237667,5023.0,359.0
23233,105.46,36,15.2,IN,restaurant,14395.45,686.0,0.5453169404651348,25952.0,1197.0
23234,19.47,60,39.2,MS,electrician,1191.58,618.0,0.5840138357887817,5004.0,284.0
23235,276.38,20,57.0,OK,plumber,5708.17,705.0,1.0041536555861548,69760.0,8966.0
23236,111.41,31,24.8,DE,restaurant,22113.24,594.0,0.7271240671074389,20047.0,1068.0
23237,26.88,115,26.1,NV,delivery,9472.25,746.0,1.1411010338579493,1355.0,96.0
23238,180.67,48,70.5,IN,childcare center,786.79,572.0,0.5458581764592696,37969.0,1944.0
23239,34.72,117,53.4,HI,restaurant,712.83,742.0,0.8167881248335784,8627.0,282.0
23240,2102.81,68,38.0,IN,restaurant,6807.01,643.0,0.9824672087874952,347999.0,49115.0
23241,628.17,53,52.9,OH,auto repair,7198.2,762.0,0.9801837990285817,134784.0,20037.0
23242,71.99,113,36.6,AK,plumber,2072.78,638.0,1.0898854757447283,6813.0,338.0
23243,36.41,86,53.7,MA,restaurant,2985.6,559.0,0.5172485281996373,8853.0,296.0
23244,29.77,83,11.1,AZ,restaurant,79.75,624.0,0.37961562959398365,6442.0,431.0
23245,8.84,85,59.3,KY,laundromat,889.09,770.0,0.89319298920974,2252.0,103.0
23246,202.65,14,109.9,NM,laundromat,3526.09,566.0,0.898878187232456,52599.0,3397.0
23247,63.75,74,55.2,IN,auto repair,151.07,606.0,0.9824859991783153,13710.0,844.0
23248,23.28,48,55.4,MT,laundromat,4927.84,742.0,0.8761701435644212,5237.0,221.0
23249,5.8,83,47.4,CO,restaurant,15441.15,684.0,1.086676949091368,176.0,23.0
23250,51.14,59,46.9,RI,plumber,34901.28,719.0,1.0031540070752123,6508.0,400.0
23251,0.83,61,59.3,NH,plumber,7360.73,674.0,0.7151919830567125,25.0,3.0
23252,41.13,57,51.6,TN,plumber,76.3,802.0,0.9982227229907638,9069.0,592.0
23253,24.6,25,16.2,OK,cleaner,5316.26,683.0,0.8438820801232693,2568.0,125.0
23254,18.67,32,21.2,CT,auto repair,7020.41,702.0,1.0780987648722504,792.0,56.0
23255,239.86,57,19.8,OH,auto repair,8268.84,637.0,0.7430904252780747,46763.0,5398.0
23256,834.32,45,12.7,ME,restaurant,4134.98,638.0,0.7536541617149368,110832.0,15793.0
23257,169.31,88,99.7,NE,delivery,305.76,567.0,0.808368815126863,43722.0,2560.0
23258,234.64,73,27.1,NY,auto repair,85.48,765.0,0.6318557147669909,58369.0,4463.0
23259,283.07,84,88.5,IA,restaurant,3930.54,711.0,0.23652891345956323,69476.0,3618.0
23260,12.77,80,6.1,HI,auto repair,129979.09,554.0,0.8804476326180436,383.0,56.0
23261,229.27,29,15.4,DC,childcare center,542.47,612.0,0.6500423072365167,40513.0,3858.0
23262,534.43,81,6.7,FL,restaurant,51380.64,595.0,1.0892542269404353,17232.0,2096.0
23263,42.16,61,48.6,WV,electrician,477572.18,661.0,1.0423061634262474,1265.0,172.0
23264,77.12,6,16.0,UT,restaurant,37270.14,588.0,0.6683389483884493,8828.0,661.0
23265,8.75,70,76.7,LA,restaurant,836.85,756.0,0.4889635180630934,2239.0,102.0
23266,221.07,78,80.3,DC,restaurant,1567.09,535.0,0.4846958208012169,59182.0,3559.0
23267,42.44,18,3.7,MS,restaurant,33979.78,679.0,0.9225782987430596,1390.0,115.0
23268,8.92,74,46.7,NY,restaurant,1420.98,727.0,1.0283935696326805,1733.0,67.0
23269,2262.36,56,26.7,MO,auto repair,7840.46,648.0,0.5851572266061756,554900.0,66789.0
23270,28.7,13,38.6,FL,auto repair,2333.13,594.0,0.8379390592410064,5290.0,373.0
23271,84.21,53,70.4,PA,laundromat,8207.58,519.0,0.6151127136584478,22458.0,1214.0
23272,202.04,53,38.5,OH,electrician,10850.63,623.0,0.13390637769295216,47666.0,1970.0
23273,27.67,27,48.4,KS,restaurant,5925.69,655.0,1.0662104850943424,3912.0,179.0
23274,10.48,87,63.6,LA,electrician,60.52,767.0,0.8149024755682092,2547.0,142.0
23275,113.96,45,49.8,NC,restaurant,27843.04,732.0,1.062452198308207,23072.0,1340.0
23276,262.07,101,19.9,MT,restaurant,1945.71,798.0,0.9884252921380596,35462.0,2323.0
23277,398.49,52,22.1,MS,restaurant,4691.96,711.0,0.9719553265573211,43464.0,4843.0
23278,141.13,52,10.9,CA,plumber,721.98,665.0,0.7260148704881918,22149.0,1601.0
23279,226.88,73,85.3,NE,movers,8553.6,591.0,1.1328356221381175,58010.0,6992.0
23280,25.99,74,10.4,DC,restaurant,37617.02,741.0,0.5518877166207521,2080.0,130.0
23281,23.11,99,9.2,IA,restaurant,23177.58,598.0,1.1909978315390448,695.0,88.0
23282,132.27,87,7.3,UT,electrician,208.04,585.0,1.0179604245177587,4634.0,526.0
23283,75.03,15,38.3,HI,plumber,552.72,549.0,0.5669254329285145,18378.0,1215.0
23284,15.24,39,31.4,MT,restaurant,1124.47,789.0,0.7255330822750494,3964.0,215.0
23285,1002.31,40,77.7,WV,restaurant,24597.65,736.0,1.127475882929869,246527.0,31491.0
23286,645.01,48,32.5,MN,auto repair,4564.93,623.0,0.9599513715232436,75303.0,8718.0
23287,73.41,26,36.8,NY,movers,4070.63,544.0,1.0257507519949256,5738.0,410.0
23288,36.75,83,26.1,CO,restaurant,4355.88,564.0,0.8395762604521921,4426.0,338.0
23289,6.0,57,85.2,DC,cleaner,9478.19,759.0,0.8461927655530711,1508.0,86.0
23290,177.49,30,64.4,IN,restaurant,128.45,759.0,0.1883061385835033,45931.0,2858.0
23291,32.78,29,24.7,PA,delivery,49776.12,579.0,0.5299541854932842,2636.0,143.0
23292,33.11,29,10.1,ID,restaurant,6460.01,560.0,0.8938248715841679,1413.0,110.0
23293,68.48,7,16.6,MN,delivery,1463.06,560.0,0.765959770386138,7817.0,358.0
23294,1739.34,26,73.5,CA,auto repair,11123.45,547.0,0.6999181739495417,461491.0,51268.0
23295,98.19,39,9.0,TN,restaurant,2059.89,795.0,0.5521645905010012,22245.0,911.0
23296,8.33,56,49.3,NY,cleaner,9309.38,669.0,0.9465308290532961,757.0,42.0
23297,23.87,80,8.0,OH,childcare center,2462.52,680.0,1.0066170921583621,1011.0,66.0
23298,37.58,96,16.8,MI,laundromat,866.63,675.0,0.984848709405688,2587.0,121.0
23299,4.66,60,10.8,SD,auto repair,31793.83,699.0,0.5664591957444989,140.0,15.0
23300,27.93,52,8.8,ME,plumber,95.63,578.0,0.9227003876069136,1276.0,121.0
23301,90.39,85,20.2,NH,restaurant,946.85,734.0,1.0315487423385932,7232.0,323.0
23302,93.15,59,28.7,KS,cleaner,24878.7,588.0,0.5465362691290984,19229.0,921.0
23303,4019.84,29,34.2,DC,auto repair,13591.42,763.0,0.830816130847928,802120.0,96947.0
23304,6.2,72,29.5,MI,cleaner,1619.16,521.0,0.7856969720215536,667.0,30.0
23305,73.04,22,93.8,MI,delivery,5492.46,549.0,1.128653907402972,15512.0,554.0
23306,73.34,28,33.8,SC,delivery,9370.15,601.0,0.7221457221444364,15834.0,1109.0
23307,259.52,91,21.2,PA,restaurant,3422.14,751.0,0.4500642665498639,63625.0,2966.0
23308,16.86,60,56.9,CA,restaurant,4184.76,573.0,0.5968378800789297,3642.0,246.0
23309,68.69,11,73.8,ID,movers,573.29,618.0,0.9917470853919043,15142.0,637.0
23310,125.04,76,6.0,NH,restaurant,4950.18,683.0,0.5126034582828621,28036.0,1149.0
23311,2.42,24,15.5,NY,restaurant,2850.9,569.0,1.0929361669280675,73.0,10.0
23312,445.91,44,8.8,PA,auto repair,2472.78,762.0,0.31759971163397177,112214.0,11720.0
23313,99.44,71,47.6,MO,childcare center,173.0,598.0,0.8208921263894745,22640.0,1495.0
23314,376.13,52,5.1,ID,restaurant,24225.57,561.0,0.8456640235579737,17607.0,2139.0
23315,3.34,28,71.7,MI,childcare center,11218.86,607.0,0.4587208816496976,373.0,18.0
23316,1.29,47,52.1,MO,restaurant,87386.31,774.0,0.785417309148209,39.0,6.0
23317,53.37,97,40.4,SC,restaurant,3306.98,720.0,0.9393221974996316,12189.0,633.0
23318,42.98,84,68.2,TN,movers,6891.49,723.0,1.037465635239682,9044.0,543.0
23319,8.04,59,39.5,CO,auto repair,172.94,685.0,0.6148066165568133,2118.0,103.0
23320,2.82,10,30.8,MO,laundromat,50.27,681.0,0.7605280339300508,665.0,39.0
23321,201.49,31,106.3,WI,plumber,730.13,675.0,0.19050999023363,47653.0,1678.0
23322,9.13,74,8.2,DC,restaurant,18687.9,605.0,0.5069585479188635,319.0,18.0
23323,71.44,19,80.4,MD,restaurant,18730.18,787.0,1.0347826331201189,19040.0,784.0
23324,150.8,102,68.2,OK,restaurant,438.2,560.0,0.7443157890611352,33265.0,1215.0
23325,142.07,31,5.5,HI,childcare center,422.5,698.0,0.8005393138097497,17054.0,834.0
23326,106.69,43,4.2,PA,restaurant,2324.11,701.0,0.954163830224871,5210.0,412.0
23327,27.87,14,46.9,DE,auto repair,1167.81,741.0,0.1761219342548838,7485.0,233.0
23328,16.41,20,52.9,DC,restaurant,421.17,582.0,1.03587481667446,2990.0,140.0
23329,120.04,70,30.9,NC,electrician,59791.5,606.0,0.6356088995170341,25071.0,1400.0
23330,101.52,36,22.1,KY,restaurant,1984.03,703.0,0.7502904574495395,21307.0,840.0
23331,21.56,20,44.8,PA,childcare center,4211.18,635.0,0.8814355802338616,4478.0,178.0
23332,30.04,63,91.6,NH,restaurant,15081.38,536.0,0.93301949804338,7607.0,453.0
23333,10.6,86,46.2,WA,movers,1165.21,762.0,0.7584641503882633,2725.0,186.0
23334,40.18,34,39.8,NM,plumber,11101.74,568.0,0.5124945882666075,8923.0,532.0
23335,6.78,49,34.5,NM,auto repair,13049.47,605.0,0.9646751999031928,209.0,23.0
23336,19.79,94,14.1,UT,childcare center,6206.18,613.0,1.0535070458371423,689.0,62.0
23337,100.1,19,19.2,NJ,restaurant,5553.2,589.0,0.44986463729342246,24846.0,1401.0
23338,13.55,88,8.7,ID,laundromat,6700.44,643.0,0.4431039313113376,2439.0,81.0
23339,240.92,77,12.2,VA,plumber,1109.73,544.0,0.5803711054269752,46469.0,5147.0
23340,171.59,38,9.6,CT,electrician,2946.47,649.0,0.9476022331282299,9022.0,716.0
23341,67.98,34,26.3,WI,restaurant,129616.08,763.0,0.8153452840498057,2600.0,175.0
23342,115.82,78,65.8,NC,restaurant,2693.9,752.0,0.8655838399930885,30518.0,1674.0
23343,61.59,26,9.3,DE,electrician,79351.67,781.0,0.6547868423642852,4748.0,312.0
23344,31.65,67,61.6,WV,cleaner,420.05,561.0,0.5306198759473191,7240.0,381.0
23345,405.72,37,43.0,ME,electrician,672.65,559.0,1.0711961189725123,34584.0,3982.0
23346,131.32,27,16.6,ME,restaurant,119.33,560.0,0.23352921132693616,30190.0,1168.0
23347,52.95,28,8.9,NV,restaurant,899.13,768.0,0.9829708905053912,4118.0,299.0
23348,15.89,43,72.6,CA,plumber,7756.76,753.0,1.0872777172176993,3618.0,212.0
23349,10.99,73,38.4,HI,plumber,11576.04,583.0,1.0809364184196562,371.0,40.0
23350,12.58,56,51.2,PA,restaurant,5450.62,575.0,0.7164592326761771,3106.0,211.0
23351,136.67,43,35.3,HI,electrician,19822.51,679.0,0.821456232604112,30777.0,2159.0
23352,32.25,78,86.5,IL,restaurant,1982.86,656.0,0.7733788220420469,8452.0,464.0
23353,4.86,22,9.4,WA,movers,375524.2,557.0,0.8168751327228021,146.0,20.0
23354,64.17,95,7.3,MN,auto repair,120912.24,645.0,0.7619299100988944,1975.0,184.0
23355,73.46,9,7.9,AK,auto repair,4372.99,616.0,0.8604603498703617,4596.0,241.0
23356,2096.34,39,22.9,AZ,laundromat,3174.86,624.0,0.5511187444993776,481453.0,65941.0
23357,14.23,101,96.2,HI,auto repair,4424.89,542.0,0.7035730826929177,3492.0,228.0
23358,209.84,75,38.5,IA,childcare center,53606.31,582.0,0.6754648535888401,42449.0,4167.0
23359,237.36,11,6.0,OR,restaurant,7003.4,776.0,0.9499023387864762,19396.0,1177.0
23360,23.73,38,36.7,SC,restaurant,1593.36,568.0,0.8036736900519333,4971.0,335.0
23361,186.27,23,83.2,RI,restaurant,15750.66,681.0,0.6984173132985774,42566.0,2807.0
23362,147.9,37,45.8,PA,laundromat,902.73,626.0,0.6120692145054923,38270.0,1676.0
23363,5.61,81,89.0,MA,restaurant,1696.4,688.0,0.8682878507603605,1226.0,47.0
23364,106.76,41,30.9,LA,cleaner,130.5,602.0,0.9546715147827479,12080.0,591.0
23365,15.02,73,63.4,KY,auto repair,160362.17,552.0,0.8790684650170307,451.0,53.0
23366,196.03,77,46.8,DC,laundromat,10954.22,609.0,0.9778090627907011,35614.0,3631.0
23367,16.45,66,46.7,MN,cleaner,807.81,628.0,0.722160256776872,3600.0,192.0
23368,191.11,87,18.4,RI,restaurant,2310.69,571.0,1.0808932257921187,7094.0,660.0
23369,15.9,19,41.5,KY,electrician,4178.33,580.0,0.7075081204053244,3064.0,192.0
23370,57.65,67,5.2,HI,restaurant,15905.1,727.0,1.0840624231746592,2022.0,164.0
23371,27.39,96,54.2,MO,electrician,2212.78,781.0,0.9255404614779883,7133.0,463.0
23372,179.63,46,66.9,CA,auto repair,24682.03,657.0,0.9880457385193142,45378.0,3680.0
23373,588.81,69,35.2,DC,restaurant,53777.58,727.0,0.5557614663184792,157689.0,19930.0
23374,9.14,31,54.1,MA,restaurant,16293.23,706.0,0.8391975596940683,794.0,26.0
23375,94.73,7,42.1,MN,childcare center,2869.4,735.0,1.0665236516808136,16422.0,1181.0
23376,39.72,90,47.7,NC,restaurant,4521.96,603.0,0.6523413134652768,8756.0,310.0
23377,74.71,58,24.2,AZ,auto repair,165.63,538.0,0.8745131642066817,6398.0,478.0
23378,14.12,89,60.9,TN,electrician,1.9,560.0,0.983717866820069,2727.0,127.0
23379,13.12,71,6.3,WY,restaurant,107572.85,556.0,0.3842558100440112,394.0,49.0
23380,48.62,31,30.6,MI,auto repair,34631.35,719.0,0.6963886962891866,8866.0,566.0
23381,305.83,30,14.1,HI,restaurant,636.99,730.0,0.9106466786411155,33034.0,2565.0
23382,647.34,67,42.1,WI,plumber,3782.69,546.0,0.780646490301165,146984.0,17351.0
23383,29.65,36,91.9,AR,cleaner,20395.76,638.0,0.6748355006640795,7427.0,433.0
23384,273.72,27,28.0,DE,laundromat,28402.96,550.0,0.8569883892911664,28043.0,3241.0
23385,214.92,38,22.1,NH,restaurant,2366.66,745.0,0.9496237260263078,29160.0,2171.0
23386,23.06,69,34.5,HI,auto repair,13142.58,717.0,0.6348363181278098,5770.0,208.0
23387,68.03,106,44.6,VT,childcare center,331.3,619.0,0.6752352670312808,14808.0,744.0
23388,70.43,88,63.8,CA,electrician,937.39,761.0,0.8760921755285922,18346.0,821.0
23389,265.3,70,36.9,PA,laundromat,27139.31,648.0,0.6750513509041499,58021.0,4670.0
23390,2332.91,31,10.5,LA,restaurant,5736.08,733.0,0.5751955290348876,498239.0,66672.0
23391,22.33,50,46.3,MA,laundromat,1104.98,534.0,0.9023456508159875,4019.0,231.0
23392,95.38,24,73.5,VT,restaurant,308.39,592.0,0.9139697015925751,24277.0,1190.0
23393,14.03,23,8.4,WI,restaurant,1567.23,574.0,1.1407102076783011,436.0,51.0
23394,330.85,50,64.6,OH,cleaner,1050.39,681.0,0.9600331843470705,80469.0,9947.0
23395,69.48,43,40.1,MA,laundromat,575.4,556.0,0.4214387125782178,17064.0,1167.0
23396,94.43,57,6.8,NC,restaurant,735.07,596.0,1.0775106647585457,3135.0,372.0
23397,222.24,88,16.2,OR,delivery,802.52,679.0,1.1240409034873844,9108.0,647.0
23398,190.03,76,46.3,WI,cleaner,230.18,781.0,0.6126361962433807,40253.0,2573.0
23399,13.16,94,105.4,MS,restaurant,13853.32,691.0,0.9661256167066224,3277.0,216.0
23400,374.39,57,20.5,LA,plumber,1448.69,619.0,0.9708546014538735,27459.0,2931.0
23401,303.18,10,48.0,KS,electrician,278.07,785.0,1.054030625513648,66945.0,7666.0
23402,60.69,108,11.9,IA,plumber,274493.93,572.0,0.4451329989877144,1821.0,213.0
23403,7.82,78,67.0,IN,childcare center,1768.76,610.0,0.9801052876839383,1742.0,121.0
23404,10.05,27,12.7,ND,restaurant,855.38,650.0,0.8246296331640895,978.0,68.0
23405,142.38,105,55.3,MN,cleaner,5823.49,590.0,0.5812957428849072,30294.0,1793.0
23406,6074.22,29,52.9,OR,restaurant,1028.94,636.0,0.1612832401193973,1489165.0,197156.0
23407,134.96,55,95.6,CT,restaurant,11603.97,516.0,0.8646055873350253,31622.0,1299.0
23408,14.62,83,17.9,DC,childcare center,82450.21,591.0,0.7560047424763492,439.0,51.0
23409,137.33,60,85.6,ME,electrician,1078.03,569.0,1.0399787607029103,32748.0,2108.0
23410,46.89,59,28.8,OH,restaurant,2965.99,659.0,0.1904132532102447,11540.0,646.0
23411,0.62,62,57.0,NM,restaurant,10940.96,646.0,0.6994383650077683,19.0,2.0
23412,95.04,80,26.7,WI,auto repair,1388.83,563.0,0.7809037943573163,15742.0,1111.0
23413,360.4,52,8.8,IA,auto repair,4545.1,649.0,0.7842073426663537,39307.0,3578.0
23414,4.28,42,57.5,MT,electrician,256.55,602.0,1.0241951070195952,787.0,50.0
23415,363.77,34,7.1,VT,restaurant,234964.11,708.0,1.0192201969804864,12075.0,1165.0
23416,27.51,63,58.1,AK,cleaner,216.22,599.0,0.7157673661213584,6608.0,397.0
23417,18.24,26,36.6,MO,laundromat,25422.84,642.0,0.8632587737934063,896.0,72.0
23418,546.1,83,69.6,NH,auto repair,2181.94,595.0,1.0715164885710287,114777.0,16608.0
23419,26.79,53,78.4,MI,restaurant,17029.36,747.0,1.178702377512886,5030.0,247.0
23420,336.78,19,63.4,CT,cleaner,422.82,807.0,0.8571145260691143,76987.0,5293.0
23421,308.04,18,63.6,NH,restaurant,36.49,683.0,0.49919356748752897,77685.0,3622.0
23422,2.8,70,36.2,PA,restaurant,31582.37,626.0,0.8829617268698317,84.0,11.0
23423,15.29,54,64.2,WA,restaurant,12260.84,664.0,0.9024241362344496,3248.0,169.0
23424,6.47,35,37.5,WY,electrician,19.82,732.0,0.9780606939625138,1357.0,57.0
23425,30.49,94,32.4,WY,restaurant,23780.0,634.0,1.0142742867641519,1342.0,71.0
23426,4.3,65,8.2,DC,auto repair,751.54,653.0,0.25439215350476024,1092.0,52.0
23427,94.94,97,24.7,MI,restaurant,7088.65,762.0,0.5220424560198512,24901.0,1519.0
23428,15.13,60,6.3,AK,restaurant,470.27,792.0,0.6768984290590297,2861.0,152.0
23429,1618.59,28,38.9,FL,restaurant,138908.38,588.0,0.8620882280169687,321580.0,43361.0
23430,120.36,27,90.9,IA,laundromat,4080.87,680.0,0.877717764183939,26420.0,880.0
23431,119.25,83,44.0,VT,cleaner,1114.36,617.0,0.9798558161954044,21303.0,1686.0
23432,24.27,79,35.2,AR,auto repair,65512.79,651.0,1.13457636567247,729.0,103.0
23433,52.91,76,41.7,GA,movers,4264.98,545.0,0.7645847623881816,9865.0,504.0
23434,381.15,80,12.0,TX,restaurant,154.52,697.0,0.935979953959311,30860.0,2991.0
23435,135.57,47,15.5,NC,cleaner,21210.97,604.0,0.7459418512803543,16573.0,1054.0
23436,47.01,63,10.8,IN,restaurant,2588.07,727.0,0.8060807365172352,6673.0,467.0
23437,108.05,70,34.7,ID,laundromat,334.56,596.0,0.7152125620547497,26141.0,1700.0
23438,685.4,95,54.9,IN,plumber,1403.16,665.0,0.8948626016882288,144428.0,16156.0
23439,8.09,30,50.7,CT,restaurant,10023.87,553.0,0.8135358721919156,697.0,35.0
23440,178.5,31,53.3,DC,restaurant,493.28,624.0,0.8534811997372999,42673.0,3962.0
23441,47.28,22,14.1,NM,auto repair,3898.4,530.0,0.9577067253136674,1900.0,161.0
23442,143.59,70,17.6,NE,cleaner,29710.0,671.0,0.9213133246082992,10437.0,660.0
23443,76.48,104,37.9,OK,restaurant,81159.02,697.0,1.005865817429254,3712.0,179.0
23444,151.5,59,104.2,HI,laundromat,5735.18,587.0,0.9097706487982513,38392.0,1650.0
23445,518.99,82,73.1,IN,restaurant,813.65,765.0,0.7487171623436919,131864.0,15779.0
23446,84.87,69,23.6,AR,auto repair,455.94,561.0,1.0076367636998294,4378.0,367.0
23447,18.57,25,17.2,WV,restaurant,597.08,699.0,0.5729178393173116,4136.0,147.0
23448,223.09,67,31.9,AL,auto repair,14504.46,560.0,1.0930848900043648,11483.0,1186.0
